Year,Race,TrackType,Driver,Team,GridPosition,QualifyingPosition,RacePosition,Status,TopSpeed,NetPositionGain
2023,Singapore,Street,ALB,Williams,14,14,11,Finished,296,3
2023,Singapore,Street,ZHO,Alfa Romeo,19,19,12,Finished,294,7
2023,Singapore,Street,HUL,Haas F1 Team,9,9,13,Finished,296,-4
2023,Singapore,Street,SAR,Williams,18,18,14,Finished,300,4
2023,Singapore,Street,ALO,Aston Martin,7,7,15,Finished,295,-8
2023,Singapore,Street,RUS,Mercedes,2,2,16,Finished,289,-14
2023,Singapore,Street,BOT,Alfa Romeo,16,16,17,Retired,289,
2023,Singapore,Street,OCO,Alpine,8,8,18,Retired,304,
2023,Singapore,Street,TSU,AlphaTauri,15,15,19,Retired,,
2023,Singapore,Street,STR,Aston Martin,,20,,Withdrew,,
2023,Japan,Permanent,VER,Red Bull Racing,1,1,1,Finished,306,0
2023,Japan,Permanent,NOR,McLaren,3,3,2,Finished,305,1
2023,Japan,Permanent,PIA,McLaren,2,2,3,Finished,309,-1
2023,Japan,Permanent,LEC,Ferrari,4,4,4,Finished,308,0
2023,Japan,Permanent,HAM,Mercedes,7,7,5,Finished,303,2
2023,Japan,Permanent,SAI,Ferrari,6,6,6,Finished,304,0
2023,Japan,Permanent,RUS,Mercedes,8,8,7,Finished,304,1
2023,Japan,Permanent,ALO,Aston Martin,10,10,8,Finished,307,2
2023,Japan,Permanent,OCO,Alpine,14,14,9,Finished,308,5
2023,Japan,Permanent,GAS,Alpine,12,12,10,Finished,320,2
2023,Japan,Permanent,LAW,AlphaTauri,11,11,11,Lapped,302,
2023,Japan,Permanent,TSU,AlphaTauri,9,9,12,Lapped,304,
2023,Japan,Permanent,ZHO,Alfa Romeo,19,19,13,Lapped,303,
2023,Japan,Permanent,HUL,Haas F1 Team,18,18,14,Lapped,307,
2023,Japan,Permanent,MAG,Haas F1 Team,15,15,15,Lapped,305,
2023,Japan,Permanent,ALB,Williams,13,13,16,Retired,308,
2023,Japan,Permanent,SAR,Williams,20,20,17,Retired,307,
2023,Japan,Permanent,STR,Aston Martin,17,17,18,Retired,313,
2023,Japan,Permanent,PER,Red Bull Racing,5,5,19,Retired,320,
2023,Japan,Permanent,BOT,Alfa Romeo,16,16,20,Retired,,
2023,Qatar,Permanent,VER,Red Bull Racing,1,1,1,Finished,329,0
2023,Qatar,Permanent,PIA,McLaren,6,6,2,Finished,308,4
2023,Qatar,Permanent,NOR,McLaren,10,10,3,Finished,309,7
2023,Qatar,Permanent,RUS,Mercedes,2,2,4,Finished,325,-2
2023,Qatar,Permanent,LEC,Ferrari,5,5,5,Finished,307,0
2023,Qatar,Permanent,ALO,Aston Martin,4,4,6,Finished,309,-2
2023,Qatar,Permanent,OCO,Alpine,8,8,7,Finished,300,1
2023,Qatar,Permanent,BOT,Alfa Romeo,9,9,8,Finished,299,1
2023,Qatar,Permanent,ZHO,Alfa Romeo,19,20,9,Finished,303,10
2023,Qatar,Permanent,PER,Red Bull Racing,20,13,10,Finished,305,10
2023,Qatar,Permanent,STR,Aston Martin,16,17,11,Finished,308,5
2023,Qatar,Permanent,GAS,Alpine,7,7,12,Finished,303,-5
2023,Qatar,Permanent,ALB,Williams,13,14,13,Finished,308,0
2023,Qatar,Permanent,MAG,Haas F1 Team,18,19,14,Lapped,325,
2023,Qatar,Permanent,TSU,AlphaTauri,11,11,15,Lapped,308,
2023,Qatar,Permanent,HUL,Haas F1 Team,14,15,16,Lapped,335,
2023,Qatar,Permanent,LAW,AlphaTauri,17,18,17,Lapped,299,
2023,Qatar,Permanent,SAR,Williams,15,16,18,Retired,312,
2023,Qatar,Permanent,HAM,Mercedes,3,3,19,Retired,,
2023,Qatar,Permanent,SAI,Ferrari,12,12,20,Did not start,,
2023,United States,Permanent,VER,Red Bull Racing,6,6,1,Finished,298,5
2023,United States,Permanent,NOR,McLaren,2,2,2,Finished,333,0
2023,United States,Permanent,SAI,Ferrari,4,4,3,Finished,305,1
2023,United States,Permanent,PER,Red Bull Racing,9,9,4,Finished,300,5
2023,United States,Permanent,RUS,Mercedes,5,5,5,Finished,293,0
2023,United States,Permanent,GAS,Alpine,7,7,6,Finished,299,1
2023,United States,Permanent,STR,Aston Martin,20,19,7,Finished,320,13
2023,United States,Permanent,TSU,AlphaTauri,11,11,8,Finished,303,3
2023,United States,Permanent,ALB,Williams,15,18,9,Finished,304,6
2023,United States,Permanent,SAR,Williams,16,20,10,Finished,321,6
2023,United States,Permanent,HUL,Haas F1 Team,18,16,11,Finished,303,7
2023,United States,Permanent,BOT,Alfa Romeo,13,13,12,Finished,300,1
2023,United States,Permanent,ZHO,Alfa Romeo,12,12,13,Lapped,299,
2023,United States,Permanent,MAG,Haas F1 Team,17,14,14,Lapped,302,
2023,United States,Permanent,RIC,AlphaTauri,14,15,15,Lapped,300,
2023,United States,Permanent,ALO,Aston Martin,19,17,16,Retired,302,
2023,United States,Permanent,PIA,McLaren,10,10,17,Retired,301,
2023,United States,Permanent,OCO,Alpine,8,8,18,Retired,300,
2023,United States,Permanent,HAM,Mercedes,3,3,19,Disqualified,297,
2023,United States,Permanent,LEC,Ferrari,1,1,20,Disqualified,302,
2023,Mexico City,Permanent,VER,Red Bull Racing,3,3,1,Finished,325,2
2023,Mexico City,Permanent,HAM,Mercedes,6,6,2,Finished,323,4
2023,Mexico City,Permanent,LEC,Ferrari,1,1,3,Finished,328,-2
2023,Mexico City,Permanent,SAI,Ferrari,2,2,4,Finished,330,-2
2023,Mexico City,Permanent,NOR,McLaren,17,19,5,Finished,326,12
2023,Mexico City,Permanent,RUS,Mercedes,8,8,6,Finished,326,2
2023,Mexico City,Permanent,RIC,AlphaTauri,4,4,7,Finished,329,-3
2023,Mexico City,Permanent,PIA,McLaren,7,7,8,Finished,328,-1
2023,Mexico City,Permanent,ALB,Williams,14,14,9,Finished,329,5
2023,Mexico City,Permanent,OCO,Alpine,15,16,10,Finished,346,5
2023,Mexico City,Permanent,GAS,Alpine,11,11,11,Finished,348,0
2023,Mexico City,Permanent,TSU,AlphaTauri,18,15,12,Finished,323,6
2023,Mexico City,Permanent,HUL,Haas F1 Team,12,12,13,Finished,351,-1
2023,Mexico City,Permanent,ZHO,Alfa Romeo,10,10,14,Finished,333,-4
2023,Mexico City,Permanent,BOT,Alfa Romeo,9,9,15,Finished,353,-6
2023,Mexico City,Permanent,SAR,Williams,19,20,16,Retired,326,
2023,Mexico City,Permanent,STR,Aston Martin,0,18,17,Collision damage,338,
2023,Mexico City,Permanent,ALO,Aston Martin,13,13,18,Withdrew,345,
2023,Mexico City,Permanent,MAG,Haas F1 Team,16,17,19,Accident,331,
2023,Mexico City,Permanent,PER,Red Bull Racing,5,5,20,Collision damage,,
2023,São Paulo,Permanent,VER,Red Bull Racing,1,1,1,Finished,307,0
2023,São Paulo,Permanent,NOR,McLaren,6,7,2,Finished,307,4
2023,São Paulo,Permanent,ALO,Aston Martin,4,4,3,Finished,304,1
2023,São Paulo,Permanent,PER,Red Bull Racing,9,9,4,Finished,324,5
2023,São Paulo,Permanent,STR,Aston Martin,3,3,5,Finished,307,-2
2023,São Paulo,Permanent,SAI,Ferrari,7,8,6,Finished,307,1
2023,São Paulo,Permanent,GAS,Alpine,15,13,7,Finished,323,8
2023,São Paulo,Permanent,HAM,Mercedes,5,5,8,Finished,302,-3
2023,São Paulo,Permanent,TSU,AlphaTauri,16,16,9,Finished,308,7
2023,São Paulo,Permanent,OCO,Alpine,14,12,10,Lapped,328,
2023,São Paulo,Permanent,SAR,Williams,19,19,11,Lapped,304,
2023,São Paulo,Permanent,HUL,Haas F1 Team,11,11,12,Lapped,305,
2023,São Paulo,Permanent,RIC,AlphaTauri,17,17,13,Lapped,308,
2023,São Paulo,Permanent,PIA,McLaren,10,10,14,Lapped,305,
2023,São Paulo,Permanent,RUS,Mercedes,8,6,15,Retired,300,
2023,São Paulo,Permanent,BOT,Alfa Romeo,18,18,16,Retired,320,
2023,São Paulo,Permanent,ZHO,Alfa Romeo,20,20,17,Retired,299,
2023,São Paulo,Permanent,MAG,Haas F1 Team,12,14,18,Retired,,
2023,São Paulo,Permanent,ALB,Williams,13,15,19,Retired,,
2023,São Paulo,Permanent,LEC,Ferrari,2,2,20,Did not start,,
2023,Las Vegas,Hybrid,VER,Red Bull Racing,2,3,1,Finished,328,1
2023,Las Vegas,Hybrid,LEC,Ferrari,1,1,2,Finished,354,-1
2023,Las Vegas,Hybrid,PER,Red Bull Racing,11,12,3,Finished,350,8
2023,Las Vegas,Hybrid,OCO,Alpine,16,17,4,Finished,331,12
2023,Las Vegas,Hybrid,STR,Aston Martin,19,14,5,Finished,331,14
2023,Las Vegas,Hybrid,SAI,Ferrari,12,2,6,Finished,336,6
2023,Las Vegas,Hybrid,HAM,Mercedes,10,11,7,Finished,340,3
2023,Las Vegas,Hybrid,RUS,Mercedes,3,4,8,Finished,335,-5
2023,Las Vegas,Hybrid,ALO,Aston Martin,9,10,9,Finished,347,0
2023,Las Vegas,Hybrid,PIA,McLaren,18,19,10,Finished,336,8
2023,Las Vegas,Hybrid,GAS,Alpine,4,5,11,Finished,342,-7
2023,Las Vegas,Hybrid,ALB,Williams,5,6,12,Finished,337,-7
2023,Las Vegas,Hybrid,MAG,Haas F1 Team,8,9,13,Finished,335,-5
2023,Las Vegas,Hybrid,RIC,AlphaTauri,14,15,14,Finished,333,0
2023,Las Vegas,Hybrid,ZHO,Alfa Romeo,17,18,15,Finished,349,2
2023,Las Vegas,Hybrid,SAR,Williams,6,7,16,Finished,356,-10
2023,Las Vegas,Hybrid,BOT,Alfa Romeo,7,8,17,Finished,331,-10
2023,Las Vegas,Hybrid,TSU,AlphaTauri,20,20,18,Finished,334,2
2023,Las Vegas,Hybrid,HUL,Haas F1 Team,13,13,19,Finished,332,-6
2023,Las Vegas,Hybrid,NOR,McLaren,15,16,20,Retired,,
2023,Abu Dhabi,Permanent,VER,Red Bull Racing,1,1,1,Finished,304,0
2023,Abu Dhabi,Permanent,LEC,Ferrari,2,2,2,Finished,309,0
2023,Abu Dhabi,Permanent,RUS,Mercedes,4,4,3,Finished,310,1
2023,Abu Dhabi,Permanent,PER,Red Bull Racing,9,9,4,Finished,333,5
2023,Abu Dhabi,Permanent,NOR,McLaren,5,5,5,Finished,310,0
2023,Abu Dhabi,Permanent,PIA,McLaren,3,3,6,Finished,313,-3
2023,Abu Dhabi,Permanent,ALO,Aston Martin,7,7,7,Finished,321,0
2023,Abu Dhabi,Permanent,TSU,AlphaTauri,6,6,8,Finished,305,-2
2023,Abu Dhabi,Permanent,HAM,Mercedes,11,11,9,Finished,309,2
2023,Abu Dhabi,Permanent,STR,Aston Martin,13,13,10,Finished,304,3
2023,Abu Dhabi,Permanent,RIC,AlphaTauri,15,15,11,Finished,308,4
2023,Abu Dhabi,Permanent,OCO,Alpine,12,12,12,Finished,324,0
2023,Abu Dhabi,Permanent,GAS,Alpine,10,10,13,Finished,302,-3
2023,Abu Dhabi,Permanent,ALB,Williams,14,14,14,Finished,327,0
2023,Abu Dhabi,Permanent,HUL,Haas F1 Team,8,8,15,Finished,305,-7
2023,Abu Dhabi,Permanent,SAR,Williams,20,20,16,Finished,311,4
2023,Abu Dhabi,Permanent,ZHO,Alfa Romeo,19,19,17,Finished,327,2
2023,Abu Dhabi,Permanent,SAI,Ferrari,16,16,18,Finished,305,-2
2023,Abu Dhabi,Permanent,BOT,Alfa Romeo,18,18,19,Lapped,305,
2023,Abu Dhabi,Permanent,MAG,Haas F1 Team,17,17,20,Lapped,310,
2024,Bahrain,Permanent,VER,Red Bull Racing,1,1,1,Finished,301,0
2024,Bahrain,Permanent,PER,Red Bull Racing,5,5,2,Finished,303,3
2024,Bahrain,Permanent,SAI,Ferrari,4,4,3,Finished,303,1
2024,Bahrain,Permanent,LEC,Ferrari,2,2,4,Finished,324,-2
2024,Bahrain,Permanent,RUS,Mercedes,3,3,5,Finished,303,-2
2024,Bahrain,Permanent,NOR,McLaren,7,7,6,Finished,306,1
2024,Bahrain,Permanent,HAM,Mercedes,9,9,7,Finished,322,2
2024,Bahrain,Permanent,PIA,McLaren,8,8,8,Finished,326,0
2024,Bahrain,Permanent,ALO,Aston Martin,6,6,9,Finished,326,-3
2024,Bahrain,Permanent,STR,Aston Martin,12,12,10,Finished,325,2
2024,Bahrain,Permanent,ZHO,Kick Sauber,17,17,11,Lapped,304,
2024,Bahrain,Permanent,MAG,Haas F1 Team,15,15,12,Lapped,305,
2024,Bahrain,Permanent,RIC,RB,14,14,13,Lapped,304,
2024,Bahrain,Permanent,TSU,RB,11,11,14,Lapped,324,
2024,Bahrain,Permanent,ALB,Williams,13,13,15,Lapped,307,
2024,Bahrain,Permanent,HUL,Haas F1 Team,10,10,16,Lapped,308,
2024,Bahrain,Permanent,OCO,Alpine,19,19,17,Lapped,298,
2024,Bahrain,Permanent,GAS,Alpine,20,20,18,Lapped,301,
2024,Bahrain,Permanent,BOT,Kick Sauber,16,16,19,Lapped,305,
2024,Bahrain,Permanent,SAR,Williams,18,18,20,Lapped,304,
2024,Saudi Arabia,Street,VER,Red Bull Racing,1,1,1,Finished,316,0
2024,Saudi Arabia,Street,PER,Red Bull Racing,3,3,2,Finished,315,1
2024,Saudi Arabia,Street,LEC,Ferrari,2,2,3,Finished,328,-1
2024,Saudi Arabia,Street,PIA,McLaren,5,5,4,Finished,314,1
2024,Saudi Arabia,Street,ALO,Aston Martin,4,4,5,Finished,313,-1
2024,Saudi Arabia,Street,RUS,Mercedes,7,7,6,Finished,323,1
2024,Saudi Arabia,Street,BEA,Ferrari,11,11,7,Finished,315,4
2024,Saudi Arabia,Street,NOR,McLaren,6,6,8,Finished,310,-2
2024,Saudi Arabia,Street,HAM,Mercedes,8,8,9,Finished,332,-1
2024,Saudi Arabia,Street,HUL,Haas F1 Team,15,15,10,Finished,316,5
2024,Saudi Arabia,Street,ALB,Williams,12,12,11,Finished,317,1
2024,Saudi Arabia,Street,MAG,Haas F1 Team,13,13,12,Finished,313,1
2024,Saudi Arabia,Street,OCO,Alpine,17,17,13,Lapped,320,
2024,Saudi Arabia,Street,SAR,Williams,19,19,14,Lapped,315,
2024,Saudi Arabia,Street,TSU,RB,9,9,15,Lapped,320,
2024,Saudi Arabia,Street,RIC,RB,14,14,16,Lapped,320,
2024,Saudi Arabia,Street,BOT,Kick Sauber,16,16,17,Lapped,313,
2024,Saudi Arabia,Street,ZHO,Kick Sauber,20,20,18,Lapped,313,
2024,Saudi Arabia,Street,STR,Aston Martin,10,10,19,Retired,311,
2024,Saudi Arabia,Street,GAS,Alpine,18,18,20,Retired,,
2024,Australia,Hybrid,SAI,Ferrari,2,2,1,Finished,307,1
2024,Australia,Hybrid,LEC,Ferrari,4,5,2,Finished,327,2
2024,Australia,Hybrid,NOR,McLaren,3,4,3,Finished,311,0
2024,Australia,Hybrid,PIA,McLaren,5,6,4,Finished,310,1
2024,Australia,Hybrid,PER,Red Bull Racing,6,3,5,Finished,312,1
2024,Australia,Hybrid,STR,Aston Martin,9,9,6,Finished,306,3
2024,Australia,Hybrid,TSU,RB,8,8,7,Finished,310,1
2024,Australia,Hybrid,ALO,Aston Martin,10,10,8,Finished,304,2
2024,Australia,Hybrid,HUL,Haas F1 Team,16,16,9,Finished,315,7
2024,Australia,Hybrid,MAG,Haas F1 Team,14,14,10,Lapped,338,
2024,Australia,Hybrid,ALB,Williams,12,12,11,Lapped,313,
2024,Australia,Hybrid,RIC,RB,18,18,12,Lapped,307,
2024,Australia,Hybrid,GAS,Alpine,17,17,13,Lapped,307,
2024,Australia,Hybrid,BOT,Kick Sauber,13,13,14,Lapped,307,
2024,Australia,Hybrid,ZHO,Kick Sauber,19,19,15,Lapped,311,
2024,Australia,Hybrid,OCO,Alpine,15,15,16,Lapped,309,
2024,Australia,Hybrid,RUS,Mercedes,7,7,17,Retired,318,
2024,Australia,Hybrid,HAM,Mercedes,11,11,18,Retired,310,
2024,Australia,Hybrid,VER,Red Bull Racing,1,1,19,Retired,320,
2024,Japan,Permanent,VER,Red Bull Racing,1,,1,Finished,322,0
2024,Japan,Permanent,PER,Red Bull Racing,2,,2,Finished,326,0
2024,Japan,Permanent,SAI,Ferrari,4,,3,Finished,325,1
2024,Japan,Permanent,LEC,Ferrari,8,,4,Finished,306,4
2024,Japan,Permanent,NOR,McLaren,3,,5,Finished,309,-2
2024,Japan,Permanent,ALO,Aston Martin,5,,6,Finished,306,-1
2024,Japan,Permanent,RUS,Mercedes,9,,7,Finished,304,2
2024,Japan,Permanent,PIA,McLaren,6,,8,Finished,308,-2
2024,Japan,Permanent,HAM,Mercedes,7,,9,Finished,304,-2
2024,Japan,Permanent,TSU,RB,10,,10,Lapped,305,
2024,Japan,Permanent,HUL,Haas F1 Team,12,,11,Lapped,332,
2024,Japan,Permanent,STR,Aston Martin,16,,12,Lapped,303,
2024,Japan,Permanent,MAG,Haas F1 Team,18,,13,Lapped,328,
2024,Japan,Permanent,BOT,Kick Sauber,13,,14,Lapped,323,
2024,Japan,Permanent,OCO,Alpine,15,,15,Lapped,306,
2024,Japan,Permanent,GAS,Alpine,17,,16,Lapped,306,
2024,Japan,Permanent,SAR,Williams,19,,17,Lapped,306,
2024,Japan,Permanent,ZHO,Kick Sauber,20,,18,Retired,300,
2024,Japan,Permanent,RIC,RB,11,,19,Retired,,
2024,Japan,Permanent,ALB,Williams,14,,20,Retired,,
2024,China,Permanent,VER,Red Bull Racing,1,1,1,Finished,309,0
2024,China,Permanent,NOR,McLaren,4,4,2,Finished,310,2
2024,China,Permanent,PER,Red Bull Racing,2,2,3,Finished,332,-1
2024,China,Permanent,LEC,Ferrari,6,6,4,Finished,311,2
2024,China,Permanent,SAI,Ferrari,7,7,5,Finished,311,2
2024,China,Permanent,RUS,Mercedes,8,8,6,Finished,332,2
2024,China,Permanent,ALO,Aston Martin,3,3,7,Finished,334,-4
2024,China,Permanent,PIA,McLaren,5,5,8,Finished,330,-3
2024,China,Permanent,HAM,Mercedes,18,18,9,Finished,333,9
2024,China,Permanent,HUL,Haas F1 Team,9,9,10,Finished,318,-1
2024,China,Permanent,OCO,Alpine,13,13,11,Finished,308,2
2024,China,Permanent,ALB,Williams,14,14,12,Finished,313,2
2024,China,Permanent,GAS,Alpine,15,15,13,Finished,303,2
2024,China,Permanent,ZHO,Kick Sauber,16,16,14,Finished,309,2
2024,China,Permanent,STR,Aston Martin,11,11,15,Finished,308,-4
2024,China,Permanent,MAG,Haas F1 Team,17,17,16,Finished,312,1
2024,China,Permanent,SAR,Williams,20,20,17,Finished,313,3
2024,China,Permanent,RIC,RB,12,12,18,Retired,317,
2024,China,Permanent,TSU,RB,19,19,19,Retired,315,
2024,China,Permanent,BOT,Kick Sauber,10,10,20,Retired,311,
2024,Miami,Street,NOR,McLaren,5,5,1,Finished,320,4
2024,Miami,Street,VER,Red Bull Racing,1,1,2,Finished,321,-1
2024,Miami,Street,LEC,Ferrari,2,2,3,Finished,323,-1
2024,Miami,Street,PER,Red Bull Racing,4,4,4,Finished,325,0
2024,Miami,Street,SAI,Ferrari,3,3,5,Finished,324,-2
2024,Miami,Street,HAM,Mercedes,8,8,6,Finished,339,2
2024,Miami,Street,TSU,RB,10,10,7,Finished,320,3
2024,Miami,Street,RUS,Mercedes,7,7,8,Finished,326,-1
2024,Miami,Street,ALO,Aston Martin,15,15,9,Finished,321,6
2024,Miami,Street,OCO,Alpine,13,13,10,Finished,324,3
2024,Miami,Street,HUL,Haas F1 Team,9,9,11,Finished,328,-2
2024,Miami,Street,GAS,Alpine,12,12,12,Finished,325,0
2024,Miami,Street,PIA,McLaren,6,6,13,Finished,321,-7
2024,Miami,Street,ZHO,Kick Sauber,19,20,14,Finished,326,5
2024,Miami,Street,RIC,RB,20,18,15,Finished,333,5
2024,Miami,Street,BOT,Kick Sauber,16,16,16,Finished,339,0
2024,Miami,Street,STR,Aston Martin,11,11,17,Finished,345,-6
2024,Miami,Street,ALB,Williams,14,14,18,Finished,327,-4
2024,Miami,Street,MAG,Haas F1 Team,18,19,19,Finished,321,-1
2024,Miami,Street,SAR,Williams,17,17,20,Retired,331,
2024,Emilia Romagna,Permanent,VER,Red Bull Racing,1,1,1,Finished,316,0
2024,Emilia Romagna,Permanent,NOR,McLaren,2,3,2,Finished,316,0
2024,Emilia Romagna,Permanent,LEC,Ferrari,3,4,3,Finished,329,0
2024,Emilia Romagna,Permanent,PIA,McLaren,5,2,4,Finished,333,1
2024,Emilia Romagna,Permanent,SAI,Ferrari,4,5,5,Finished,315,-1
2024,Emilia Romagna,Permanent,HAM,Mercedes,8,8,6,Finished,313,2
2024,Emilia Romagna,Permanent,RUS,Mercedes,6,6,7,Finished,309,-1
2024,Emilia Romagna,Permanent,PER,Red Bull Racing,11,11,8,Finished,316,3
2024,Emilia Romagna,Permanent,STR,Aston Martin,13,13,9,Finished,311,4
2024,Emilia Romagna,Permanent,TSU,RB,7,7,10,Lapped,307,
2024,Emilia Romagna,Permanent,HUL,Haas F1 Team,10,10,11,Lapped,336,
2024,Emilia Romagna,Permanent,MAG,Haas F1 Team,18,18,12,Lapped,337,
2024,Emilia Romagna,Permanent,RIC,RB,9,9,13,Lapped,309,
2024,Emilia Romagna,Permanent,OCO,Alpine,12,12,14,Lapped,335,
2024,Emilia Romagna,Permanent,ZHO,Kick Sauber,17,17,15,Lapped,332,
2024,Emilia Romagna,Permanent,GAS,Alpine,15,15,16,Lapped,304,
2024,Emilia Romagna,Permanent,SAR,Williams,19,20,17,Lapped,321,
2024,Emilia Romagna,Permanent,BOT,Kick Sauber,16,16,18,Lapped,311,
2024,Emilia Romagna,Permanent,ALO,Aston Martin,20,19,19,Lapped,313,
2024,Emilia Romagna,Permanent,ALB,Williams,14,14,20,Retired,314,
2024,Monaco,Street,LEC,Ferrari,1,1,1,Finished,285,0
2024,Monaco,Street,PIA,McLaren,2,2,2,Finished,285,0
2024,Monaco,Street,SAI,Ferrari,3,3,3,Finished,287,0
2024,Monaco,Street,NOR,McLaren,4,4,4,Finished,286,0
2024,Monaco,Street,RUS,Mercedes,5,5,5,Finished,287,0
2024,Monaco,Street,VER,Red Bull Racing,6,6,6,Finished,273,0
2024,Monaco,Street,HAM,Mercedes,7,7,7,Finished,288,0
2024,Monaco,Street,TSU,RB,8,8,8,Lapped,281,
2024,Monaco,Street,ALB,Williams,9,9,9,Lapped,282,
2024,Monaco,Street,GAS,Alpine,10,10,10,Lapped,282,
2024,Monaco,Street,ALO,Aston Martin,14,14,11,Lapped,284,
2024,Monaco,Street,RIC,RB,12,12,12,Lapped,282,
2024,Monaco,Street,BOT,Kick Sauber,17,17,13,Lapped,283,
2024,Monaco,Street,STR,Aston Martin,13,13,14,Lapped,286,
2024,Monaco,Street,SAR,Williams,15,15,15,Lapped,285,
2024,Monaco,Street,ZHO,Kick Sauber,18,18,16,Lapped,284,
2024,Monaco,Street,OCO,Alpine,11,11,17,Retired,,
2024,Monaco,Street,PER,Red Bull Racing,16,16,18,Retired,,
2024,Monaco,Street,HUL,Haas F1 Team,19,14,19,Retired,,
2024,Monaco,Street,MAG,Haas F1 Team,20,15,20,Retired,,
2024,Canada,Hybrid,VER,Red Bull Racing,2,2,1,Finished,,1
2024,Canada,Hybrid,NOR,McLaren,3,3,2,Finished,,1
2024,Canada,Hybrid,RUS,Mercedes,1,1,3,Finished,,-2
2024,Canada,Hybrid,HAM,Mercedes,7,7,4,Finished,,3
2024,Canada,Hybrid,PIA,McLaren,4,4,5,Finished,,-1
2024,Canada,Hybrid,ALO,Aston Martin,6,6,6,Finished,,0
2024,Canada,Hybrid,STR,Aston Martin,9,9,7,Finished,,2
2024,Canada,Hybrid,RIC,RB,5,5,8,Finished,,-3
2024,Canada,Hybrid,GAS,Alpine,15,15,9,Finished,,6
2024,Canada,Hybrid,OCO,Alpine,18,18,10,Finished,,8
2024,Canada,Hybrid,HUL,Haas F1 Team,17,19,11,Finished,,6
2024,Canada,Hybrid,MAG,Haas F1 Team,14,14,12,Finished,,2
2024,Canada,Hybrid,BOT,Kick Sauber,19,17,13,Finished,,6
2024,Canada,Hybrid,TSU,RB,8,8,14,Finished,,-6
2024,Canada,Hybrid,ZHO,Kick Sauber,20,20,15,Lapped,,
2024,Canada,Hybrid,SAI,Ferrari,12,12,16,Retired,,
2024,Canada,Hybrid,ALB,Williams,10,10,17,Retired,,
2024,Canada,Hybrid,PER,Red Bull Racing,16,16,18,Retired,,
2024,Canada,Hybrid,LEC,Ferrari,11,11,19,Retired,,
2024,Canada,Hybrid,SAR,Williams,13,13,20,Retired,,
2024,Spain,Permanent,VER,Red Bull Racing,2,2,1,Finished,305,1
2024,Spain,Permanent,NOR,McLaren,1,1,2,Finished,327,-1
2024,Spain,Permanent,HAM,Mercedes,3,3,3,Finished,332,0
2024,Spain,Permanent,RUS,Mercedes,4,4,4,Finished,306,0
2024,Spain,Permanent,LEC,Ferrari,5,5,5,Finished,311,0
2024,Spain,Permanent,SAI,Ferrari,6,6,6,Finished,329,0
2024,Spain,Permanent,PIA,McLaren,9,10,7,Finished,304,2
2024,Spain,Permanent,PER,Red Bull Racing,11,8,8,Finished,324,3
2024,Spain,Permanent,GAS,Alpine,7,7,9,Finished,305,-2
2024,Spain,Permanent,OCO,Alpine,8,9,10,Finished,304,-2
2024,Spain,Permanent,HUL,Haas F1 Team,13,13,11,Finished,305,2
2024,Spain,Permanent,ALO,Aston Martin,10,11,12,Lapped,304,
2024,Spain,Permanent,ZHO,Kick Sauber,15,15,13,Lapped,301,
2024,Spain,Permanent,STR,Aston Martin,14,14,14,Lapped,305,
2024,Spain,Permanent,RIC,RB,18,18,15,Lapped,306,
2024,Spain,Permanent,BOT,Kick Sauber,12,12,16,Lapped,303,
2024,Spain,Permanent,MAG,Haas F1 Team,16,16,17,Lapped,313,
2024,Spain,Permanent,ALB,Williams,20,19,18,Lapped,302,
2024,Spain,Permanent,TSU,RB,17,17,19,Lapped,306,
2024,Spain,Permanent,SAR,Williams,19,20,20,Lapped,305,
2024,Austria,Permanent,RUS,Mercedes,3,3,1,Finished,300,2
2024,Austria,Permanent,PIA,McLaren,7,7,2,Finished,304,5
2024,Austria,Permanent,SAI,Ferrari,4,4,3,Finished,303,1
2024,Austria,Permanent,HAM,Mercedes,5,5,4,Finished,299,1
2024,Austria,Permanent,VER,Red Bull Racing,1,1,5,Finished,312,-4
2024,Austria,Permanent,HUL,Haas F1 Team,9,9,6,Finished,311,3
2024,Austria,Permanent,PER,Red Bull Racing,8,8,7,Finished,325,1
2024,Austria,Permanent,MAG,Haas F1 Team,12,12,8,Finished,321,4
2024,Austria,Permanent,RIC,RB,11,11,9,Finished,305,2
2024,Austria,Permanent,GAS,Alpine,13,13,10,Finished,300,3
2024,Austria,Permanent,LEC,Ferrari,6,6,11,Finished,301,-5
2024,Austria,Permanent,OCO,Alpine,10,10,12,Finished,297,-2
2024,Austria,Permanent,STR,Aston Martin,17,17,13,Lapped,324,
2024,Austria,Permanent,TSU,RB,14,14,14,Lapped,306,
2024,Austria,Permanent,ALB,Williams,16,16,15,Lapped,301,
2024,Austria,Permanent,BOT,Kick Sauber,18,18,16,Lapped,300,
2024,Austria,Permanent,ZHO,Kick Sauber,20,20,17,Lapped,299,
2024,Austria,Permanent,ALO,Aston Martin,15,15,18,Lapped,308,
2024,Austria,Permanent,SAR,Williams,19,19,19,Lapped,304,
2024,Austria,Permanent,NOR,McLaren,2,2,20,Lapped,319,
2024,United Kingdom,Permanent,HAM,Mercedes,2,2,1,Finished,305,1
2024,United Kingdom,Permanent,VER,Red Bull Racing,4,4,2,Finished,327,2
2024,United Kingdom,Permanent,NOR,McLaren,3,3,3,Finished,310,0
2024,United Kingdom,Permanent,PIA,McLaren,5,5,4,Finished,309,1
